customer_id,age,gender,country,annual_income,total_spend,num_orders,avg_order_value,preferred_category,acquisition_channel,payment_method,device_type,customer_segment,satisfaction_score,days_since_last_order,churn_risk,loyalty_points,email_open_rate,return_rate,referral_count,account_age_days,avg_session_duration_sec,pages_per_session,cart_abandonment_rate,discount_usage_rate,reviews_submitted,wishlist_items,mobile_app_user,newsletter_subscriber,region
ECO-01177,38,Male,India,67283,6091,18,338.39,Electronics,Organic Search,Credit Card,Tablet,Lost,5.0,60,0,13012,0.393,0.021,2,1454,30.0,8,0.444,0.629,3,8,0,1,Asia Pacific
ECO-01178,18,Female,Mexico,71873,7052,6,1175.33,Sports & Fitness,Referral,Credit Card,Desktop,Champion,3.0,9,0,10389,0.042,0.048,2,2082,121.0,7,0.551,0.607,2,9,1,1,Latin America
ECO-01179,29,Female,Germany,30951,3347,11,304.27,Home & Garden,Paid Ads,Debit Card,Desktop,Potential Loyalist,3.0,105,0,14158,0.106,0.125,2,69,30.0,4,0.08,0.007,1,3,0,1,Europe
ECO-01180,35,Female,USA,49149,2379,14,169.93,Books & Media,Organic Search,Credit Card,Mobile,Loyal,4.0,13,0,733,0.122,0.04,3,2372,30.0,5,0.528,0.241,2,3,1,1,North America
ECO-01181,31,Male,USA,54312,1326,5,265.2,Food & Gourmet,Social Media,Credit Card,Mobile,Loyal,4.0,37,0,4777,0.107,0.102,0,1054,33.0,3,0.242,0.321,4,5,0,0,North America
ECO-01182,35,Male,South Korea,47331,5789,10,578.9,Toys & Games,Paid Ads,UPI,Mobile,Champion,3.0,1,1,5502,0.397,0.238,4,2139,66.0,9,0.21,0.818,4,3,1,1,Asia Pacific
ECO-01183,18,Non-binary,UAE,103445,5086,15,339.07,Electronics,Organic Search,UPI,Tablet,Hibernating,4.0,128,1,11312,0.29,0.119,4,579,30.0,6,0.639,0.475,2,2,0,0,Middle East
ECO-01184,61,Male,India,101629,7521,7,1074.43,Books & Media,Social Media,UPI,Mobile,Loyal,5.0,49,0,13206,0.232,0.044,2,299,40.0,10,0.319,0.161,0,2,1,1,Asia Pacific
ECO-01185,47,Female,South Korea,76059,4379,14,312.79,Toys & Games,Email,UPI,Mobile,Loyal,5.0,80,0,6798,0.331,0.071,2,987,30.0,3,0.814,0.746,1,1,1,1,Asia Pacific
ECO-01186,31,Female,Canada,8330,635,8,79.38,Food & Gourmet,Organic Search,UPI,Mobile,Loyal,4.0,69,0,6768,0.437,0.359,1,2039,64.0,4,0.79,0.54,1,7,0,0,North America
ECO-01187,55,Female,USA,52670,3165,6,527.5,Food & Gourmet,Referral,Wallet,Mobile,At-Risk,3.0,52,1,7263,0.254,0.015,1,1918,182.0,2,0.345,0.289,4,3,0,0,North America
ECO-01188,24,Male,USA,116478,10776,9,1197.33,Food & Gourmet,Paid Ads,UPI,Mobile,Hibernating,4.0,11,0,2029,0.062,0.031,1,2392,102.0,7,0.477,0.511,2,3,1,0,North America
ECO-01189,40,Male,South Korea,14629,377,16,23.56,Fashion,Organic Search,Credit Card,Mobile,Loyal,5.0,15,0,6370,0.261,0.098,4,2356,30.0,3,0.069,0.283,0,2,1,1,Asia Pacific
ECO-01190,30,Male,UK,28892,2304,12,192.0,Home & Garden,Email,Crypto,Mobile,Potential Loyalist,5.0,50,0,9038,0.254,0.409,1,233,30.0,8,0.223,0.397,3,2,1,1,Europe
ECO-01191,50,Male,USA,30468,964,13,74.15,Toys & Games,Paid Ads,Debit Card,Desktop,Hibernating,5.0,92,0,1064,0.398,0.174,2,1960,45.0,8,0.326,0.388,2,2,1,1,North America
ECO-01192,42,Male,USA,30676,2409,5,481.8,Beauty & Care,Email,Credit Card,Desktop,Champion,3.0,42,0,6781,0.286,0.135,2,1283,37.0,5,0.404,0.458,1,7,0,1,North America
ECO-01193,50,Female,UAE,33983,1971,9,219.0,Fashion,Paid Ads,Credit Card,Desktop,Loyal,4.0,122,1,1409,0.36,0.032,3,1757,30.0,11,0.483,0.495,1,7,0,0,Middle East
ECO-01194,36,Female,Australia,36837,4407,4,1101.75,Food & Gourmet,Referral,UPI,Mobile,Hibernating,2.0,71,0,6217,0.276,0.168,2,1133,30.0,6,0.288,0.4,0,0,1,1,Asia Pacific
ECO-01195,18,Female,India,26278,1500,12,125.0,Toys & Games,Paid Ads,Credit Card,Mobile,At-Risk,5.0,17,0,2795,0.085,0.229,2,132,30.0,10,0.307,0.129,2,6,1,1,Asia Pacific
ECO-01196,33,Male,India,93226,3163,6,527.17,Beauty & Care,Social Media,Credit Card,Mobile,Hibernating,3.0,7,0,5963,0.231,0.157,1,2175,75.0,4,0.336,0.255,1,3,0,0,Asia Pacific
ECO-01197,36,Female,Canada,29607,2397,7,342.43,Electronics,Email,Debit Card,Desktop,Hibernating,4.0,54,0,4504,0.34,0.201,1,2308,32.0,5,0.069,0.838,0,5,0,0,North America
ECO-01198,28,Male,Brazil,47140,2882,13,221.69,Fashion,Direct,Wallet,Mobile,Loyal,5.0,5,1,6956,0.304,0.086,4,820,72.0,6,0.384,0.216,1,3,1,0,Latin America
ECO-01199,24,Male,UAE,49202,4675,9,519.44,Toys & Games,Paid Ads,Credit Card,Mobile,New Customer,4.0,114,0,2877,0.225,0.189,1,1891,39.0,5,0.685,0.543,6,1,1,0,Middle East
ECO-01200,48,Female,UAE,15159,1764,12,147.0,Toys & Games,Organic Search,UPI,Mobile,Loyal,2.0,54,0,11483,0.098,0.042,2,1033,30.0,11,0.366,0.166,3,3,0,0,Middle East
ECO-01201,45,Male,Germany,27942,2174,2,1087.0,Sports & Fitness,Social Media,UPI,Desktop,Potential Loyalist,4.0,81,1,9910,0.428,0.226,1,2085,75.0,1,0.506,0.591,2,5,0,1,Europe
ECO-01202,23,Female,Mexico,72480,7293,8,911.62,Home & Garden,Email,Buy Now Pay Later,Smart TV,Hibernating,3.0,107,0,13023,0.2,0.077,2,857,32.0,7,0.209,0.458,4,1,0,0,Latin America
ECO-01203,18,Female,Brazil,19855,1376,10,137.6,Food & Gourmet,Organic Search,Buy Now Pay Later,Mobile,Lost,4.0,63,0,13933,0.383,0.119,1,1086,79.0,6,0.392,0.224,3,5,0,1,Latin America
ECO-01204,41,Female,France,77415,5438,4,1359.5,Electronics,Organic Search,UPI,Desktop,Champion,4.0,19,0,13610,0.027,0.204,6,2436,58.0,4,0.339,0.498,1,3,0,0,Europe
ECO-01205,29,Male,UK,27699,2835,10,283.5,Fashion,Organic Search,Credit Card,Mobile,Loyal,5.0,65,0,4200,0.459,0.405,1,2037,30.0,3,0.817,0.738,3,3,1,0,Europe
ECO-01206,18,Male,Brazil,59305,6543,11,594.82,Books & Media,Organic Search,Credit Card,Tablet,New Customer,4.0,3,0,11623,0.107,0.125,1,1402,36.0,8,0.358,0.347,2,3,0,1,Latin America
ECO-01207,18,Female,Japan,36200,4227,10,422.7,Food & Gourmet,Organic Search,Debit Card,Desktop,At-Risk,4.0,73,0,1413,0.2765,0.037,1,59,30.0,4,0.469,0.289,1,3,0,1,Asia Pacific
ECO-01208,34,Female,South Korea,60858,2194,6,365.67,Books & Media,Paid Ads,Debit Card,Tablet,Potential Loyalist,4.0,12,0,11072,0.113,0.065,1,53,30.0,6,0.294,0.812,0,2,1,1,Asia Pacific
ECO-01209,44,Female,Germany,16727,1378,8,172.25,Books & Media,Social Media,Credit Card,Mobile,Potential Loyalist,4.0,60,0,2067,0.226,0.112,0,2472,32.0,10,0.497,0.561,3,7,0,1,Europe
ECO-01210,18,Female,France,26406,1571,10,157.1,Toys & Games,Paid Ads,Debit Card,Mobile,New Customer,2.0,24,0,1480,0.218,0.095,0,577,89.0,15,0.691,0.42,2,4,1,1,Europe
ECO-01211,35,Male,Germany,23423,2871,6,478.5,Beauty & Care,Paid Ads,Debit Card,Smart TV,Lost,4.0,15,0,2694,0.096,0.064,2,1330,30.0,2,0.415,0.224,1,4,1,1,Europe
ECO-01212,61,Male,France,169864,12000,6,2000.0,Electronics,Referral,UPI,Tablet,Hibernating,3.0,19,0,8670,0.371,0.173,5,2030,66.0,5,0.522,0.608,1,5,1,1,Europe
ECO-01213,18,Female,Mexico,78259,2736,8,342.0,Fashion,Paid Ads,Wallet,Desktop,Loyal,3.0,103,1,2699,0.261,0.366,2,2375,30.0,4,0.844,0.548,4,9,0,0,Latin America
ECO-01214,19,Male,Germany,67306,5595,12,466.25,Toys & Games,Social Media,Debit Card,Mobile,Loyal,5.0,2,0,9757,0.219,0.075,4,367,79.0,6,0.199,0.557,2,6,1,1,Europe
ECO-01215,24,Male,Japan,48166,4007,12,333.92,Fashion,Organic Search,Buy Now Pay Later,Tablet,Hibernating,3.0,69,0,8888,0.2765,0.123,1,924,197.0,8,0.371,0.629,4,7,1,1,Asia Pacific
ECO-01216,20,Female,UAE,28142,1721,10,172.1,Food & Gourmet,Organic Search,Credit Card,Smart TV,Potential Loyalist,4.0,49,0,10260,0.194,0.054,2,1981,50.0,5,0.595,0.62,2,5,0,1,Middle East
ECO-01217,55,Male,Mexico,51270,4703,4,1175.75,Fashion,Paid Ads,Credit Card,Desktop,At-Risk,3.0,41,0,2830,0.279,0.385,3,51,64.0,9,0.454,0.635,2,8,1,1,Latin America
ECO-01218,31,Male,Mexico,81593,4439,6,739.83,Fashion,Paid Ads,Crypto,Desktop,At-Risk,5.0,18,0,9006,0.201,0.291,1,411,30.0,3,0.569,0.544,2,2,1,1,Latin America
ECO-01219,32,Male,USA,65257,6957,7,993.86,Electronics,Social Media,Credit Card,Desktop,Champion,5.0,41,0,12932,0.403,0.371,2,933,61.0,8,0.322,0.182,0,4,0,0,North America
ECO-01220,35,Male,France,53901,3933,6,655.5,Toys & Games,Organic Search,Wallet,Desktop,Potential Loyalist,2.0,193,1,8386,0.463,0.239,3,1468,30.0,6,0.626,0.374,2,5,1,1,Europe
ECO-01221,18,Non-binary,India,56011,2729,5,545.8,Books & Media,Social Media,Credit Card,Mobile,Potential Loyalist,4.0,102,0,11957,0.726,0.073,2,1239,30.0,3,0.426,0.353,1,3,0,1,Asia Pacific
ECO-01222,22,Male,India,16637,898,8,112.25,Toys & Games,Paid Ads,UPI,Mobile,New Customer,4.0,36,0,11228,0.188,0.232,1,1337,57.0,6,0.353,0.802,1,6,1,0,Asia Pacific
ECO-01223,51,Non-binary,UK,13864,713,9,79.22,Toys & Games,Social Media,Wallet,Desktop,Hibernating,3.0,3,0,11764,0.345,0.331,5,1192,30.0,7,0.523,0.547,2,7,1,0,Europe
ECO-01224,46,Male,France,48227,5066,11,460.55,Sports & Fitness,Email,UPI,Mobile,New Customer,2.0,123,1,1441,0.372,0.093,4,272,58.0,10,0.305,0.614,2,6,1,1,Europe
ECO-01225,30,Male,UAE,44545,2070,10,207.0,Beauty & Care,Organic Search,Credit Card,Desktop,At-Risk,5.0,17,0,10890,0.746,0.059,1,219,30.0,8,0.649,0.577,4,4,1,1,Middle East
ECO-01226,22,Male,UAE,9417,1041,7,148.71,Fashion,Organic Search,Wallet,Mobile,At-Risk,4.0,78,0,7014,0.363,0.025,1,109,47.0,6,0.422,0.65,5,5,1,0,Middle East
ECO-01227,28,Female,UAE,22529,666,9,74.0,Beauty & Care,Organic Search,Buy Now Pay Later,Desktop,Lost,4.0,111,1,14639,0.216,0.056,0,1169,238.0,6,0.536,0.249,3,4,1,1,Middle East
ECO-01228,44,Female,France,19208,1797,5,359.4,Books & Media,Email,Debit Card,Desktop,At-Risk,3.0,89,1,2959,0.129,0.096,2,647,30.0,10,0.682,0.168,4,4,1,0,Europe
ECO-01229,36,Male,USA,121783,9234,3,3078.0,Beauty & Care,Organic Search,Buy Now Pay Later,Tablet,Champion,5.0,39,0,12141,0.318,0.323,0,339,40.0,6,0.252,0.295,2,3,1,1,North America
ECO-01230,45,Male,South Korea,169998,12000,10,1200.0,Fashion,Email,Debit Card,Tablet,Potential Loyalist,5.0,18,1,9175,0.175,0.014,3,1836,30.0,4,0.271,0.129,1,2,0,0,Asia Pacific
ECO-01231,23,Female,France,27361,1352,9,150.22,Books & Media,Social Media,Debit Card,Mobile,Hibernating,4.0,67,0,6431,0.393,0.007,4,2375,33.0,6,0.405,0.517,1,3,0,1,Europe
ECO-01232,33,Male,France,14995,1295,9,143.89,Fashion,Social Media,Credit Card,Mobile,Potential Loyalist,4.0,280,1,14623,0.258,0.071,1,228,30.0,4,0.656,0.33,1,7,1,0,Europe
ECO-01233,50,Male,Canada,42349,4346,10,434.6,Toys & Games,Direct,UPI,Mobile,Potential Loyalist,4.0,15,0,13216,0.236,0.069,5,1881,31.0,2,0.091,0.292,0,5,1,0,North America
ECO-01234,24,Female,Brazil,17458,722,9,80.22,Toys & Games,Email,Debit Card,Mobile,Loyal,5.0,26,0,13270,0.057,0.069,1,517,30.0,11,0.305,0.222,1,3,1,1,Latin America
ECO-01235,18,Female,USA,46063,5491,8,686.38,Home & Garden,Direct,Debit Card,Tablet,Champion,4.0,5,1,13483,0.219,0.165,0,826,223.0,2,0.281,0.335,3,1,1,1,North America
ECO-01236,47,Male,South Korea,11447,698,15,46.53,Food & Gourmet,Paid Ads,UPI,Smart TV,Lost,4.0,61,0,2867,0.286,0.122,0,1871,46.0,13,0.399,0.237,5,5,0,1,Asia Pacific
ECO-01237,35,Female,Mexico,45123,3848,11,349.82,Food & Gourmet,Social Media,Debit Card,Mobile,Lost,4.0,41,0,9190,0.158,0.166,0,765,30.0,4,0.565,0.285,0,3,1,0,Latin America
ECO-01238,37,Female,Canada,37281,1226,14,87.57,Electronics,Social Media,Crypto,Desktop,At-Risk,2.0,48,0,11630,0.186,0.013,2,75,30.0,3,0.152,0.373,1,3,0,1,North America
ECO-01239,20,Female,Mexico,63725,6164,9,684.89,Beauty & Care,Paid Ads,Debit Card,Mobile,Potential Loyalist,4.0,22,1,8939,0.319,0.092,1,547,30.0,9,0.434,0.388,3,3,0,1,Latin America
ECO-01240,24,Female,Japan,56157,3031,9,336.78,Toys & Games,Referral,Credit Card,Mobile,Potential Loyalist,3.0,82,0,430,0.289,0.122,2,615,67.0,6,0.544,0.337,4,4,1,1,Asia Pacific
ECO-01241,31,Female,UAE,21787,1994,12,166.17,Toys & Games,Social Media,Debit Card,Mobile,Hibernating,4.0,288,0,5131,0.238,0.11,1,471,54.0,4,0.354,0.546,3,4,1,1,Middle East
ECO-01242,22,Female,UK,158927,5500,9,611.11,Toys & Games,Organic Search,Buy Now Pay Later,Mobile,Champion,5.0,91,0,7996,0.412,0.058,0,1940,103.0,2,0.373,0.422,2,3,0,0,Europe
ECO-01243,47,Non-binary,France,25212,3190,4,797.5,Toys & Games,Paid Ads,Buy Now Pay Later,Mobile,Potential Loyalist,3.0,3,0,1037,0.197,0.134,2,2264,66.0,7,0.331,0.705,0,7,0,1,Europe
ECO-01244,52,Female,Mexico,31066,1914,8,239.25,Home & Garden,Referral,Credit Card,Desktop,At-Risk,2.0,25,0,12350,0.477,0.038,1,310,59.0,4,0.165,0.338,2,6,1,1,Latin America
ECO-01245,42,Female,India,52775,4356,3,1452.0,Food & Gourmet,Organic Search,UPI,Mobile,Loyal,5.0,79,1,2210,0.29,0.191,2,816,31.0,10,0.455,0.411,2,5,1,0,Asia Pacific
ECO-01246,25,Male,India,38187,1136,10,113.6,Electronics,Paid Ads,Debit Card,Mobile,At-Risk,3.0,46,0,6087,0.099,0.006,1,1754,30.0,8,0.515,0.744,2,6,0,0,Asia Pacific
ECO-01247,38,Female,France,58115,1821,14,130.07,Electronics,Organic Search,Credit Card,Mobile,At-Risk,5.0,22,0,10354,0.104,0.054,5,2202,75.0,13,0.63,0.646,3,4,0,1,Europe
ECO-01248,18,Male,USA,62713,5717,13,439.77,Electronics,Organic Search,UPI,Desktop,Loyal,3.0,241,0,5316,0.519,0.121,3,444,30.0,8,0.501,0.453,0,4,1,0,North America
ECO-01249,41,Female,South Korea,22239,2655,12,221.25,Home & Garden,Referral,Credit Card,Mobile,Lost,3.0,25,0,7973,0.538,0.026,5,679,30.0,1,0.291,0.3,5,4,1,0,Asia Pacific
ECO-01250,37,Female,Brazil,21179,657,9,73.0,Food & Gourmet,Social Media,Debit Card,Desktop,At-Risk,5.0,43,0,7946,0.134,0.164,2,2259,30.0,5,0.393,0.639,2,3,0,0,Latin America
ECO-01251,30,Male,Mexico,11717,1250,11,113.64,Home & Garden,Referral,Buy Now Pay Later,Desktop,Lost,4.0,40,0,597,0.247,0.211,3,146,30.0,6,0.442,0.769,3,3,1,1,Latin America
ECO-01252,40,Female,UAE,15043,952,6,158.67,Electronics,Email,Wallet,Tablet,At-Risk,5.0,12,0,7472,0.423,0.186,1,144,30.0,9,0.431,0.478,1,3,1,0,Middle East
ECO-01253,27,Male,France,51090,3238,7,462.57,Fashion,Paid Ads,Wallet,Mobile,Loyal,5.0,18,0,3517,0.157,0.045,2,2338,56.0,4,0.477,0.368,0,4,1,1,Europe
ECO-01254,36,Non-binary,USA,30078,3535,9,392.78,Food & Gourmet,Social Media,UPI,Mobile,At-Risk,4.0,32,1,665,0.438,0.021,1,1910,39.0,4,0.462,0.272,3,5,0,0,North America
ECO-01255,60,Female,Brazil,25795,3102,13,238.62,Electronics,Referral,Credit Card,Desktop,Loyal,2.0,58,0,4019,0.493,0.031,1,2306,54.0,11,0.41,0.39,2,3,1,1,Latin America
ECO-01256,53,Male,Canada,33183,942,10,94.2,Fashion,Email,Credit Card,Desktop,Lost,3.0,17,0,10742,0.105,0.08,1,996,30.0,6,0.676,0.371,1,4,1,1,North America
ECO-01257,34,Female,Canada,63265,6030,10,603.0,Electronics,Email,Credit Card,Smart TV,At-Risk,3.0,8,0,6493,0.347,0.177,2,984,30.0,7,0.433,0.379,1,3,1,1,North America
ECO-01258,27,Female,South Korea,33516,1672,12,139.33,Home & Garden,Social Media,UPI,Mobile,Potential Loyalist,2.0,29,1,12212,0.313,0.198,1,1419,39.0,6,0.528,0.362,3,6,0,1,Asia Pacific
ECO-01259,33,Female,Canada,51099,4394,9,488.22,Home & Garden,Email,Debit Card,Mobile,Potential Loyalist,2.0,14,1,1944,0.213,0.342,3,1151,30.0,8,0.593,0.129,1,3,1,0,North America
ECO-01260,26,Male,Australia,38589,4049,15,269.93,Electronics,Email,Debit Card,Mobile,Potential Loyalist,5.0,53,0,11552,0.202,0.187,3,74,30.0,4,0.638,0.21,1,5,1,1,Asia Pacific
ECO-01261,31,Male,Canada,46191,4758,8,594.75,Home & Garden,Paid Ads,Wallet,Mobile,Lost,4.0,60,0,7105,0.117,0.101,2,826,55.0,2,0.659,0.217,4,5,1,1,North America
ECO-01262,21,Female,Japan,80315,8450,9,938.89,Toys & Games,Organic Search,Buy Now Pay Later,Desktop,Potential Loyalist,5.0,65,0,586,0.365,0.077,3,2060,30.0,6,0.239,0.367,0,6,0,0,Asia Pacific
ECO-01263,36,Male,Japan,16994,702,11,63.82,Electronics,Social Media,UPI,Mobile,Loyal,5.0,39,0,14228,0.138,0.017,0,1508,30.0,7,0.478,0.205,0,3,1,1,Asia Pacific
ECO-01264,38,Male,UK,99937,4860,6,810.0,Food & Gourmet,Email,UPI,Smart TV,Loyal,3.0,6,1,8487,0.435,0.209,1,1768,38.0,4,0.246,0.312,2,8,1,1,Europe
ECO-01265,19,Female,Canada,13759,533,6,88.83,Food & Gourmet,Social Media,Credit Card,Desktop,Champion,3.0,32,0,5262,0.175,0.137,4,574,30.0,12,0.311,0.605,2,9,1,0,North America
ECO-01266,36,Male,India,13059,667,14,47.64,Books & Media,Social Media,Credit Card,Desktop,New Customer,5.0,115,0,1021,0.684,0.043,5,687,30.0,7,0.293,0.17,2,1,0,1,Asia Pacific
ECO-01267,34,Female,France,85291,10246,3,3415.33,Books & Media,Direct,UPI,Mobile,Potential Loyalist,5.0,50,0,10201,0.333,0.029,0,2085,43.0,6,0.369,0.629,4,5,0,1,Europe
ECO-01268,36,Male,Australia,15616,1289,7,184.14,Toys & Games,Direct,Credit Card,Desktop,Champion,5.0,139,1,5265,0.179,0.14,2,2238,49.0,2,0.326,0.573,3,3,1,0,Asia Pacific
ECO-01269,38,Female,Germany,92689,9360,8,1170.0,Fashion,Paid Ads,UPI,Tablet,At-Risk,4.0,63,0,5128,0.158,0.089,2,1637,35.0,5,0.48,0.869,3,3,1,1,Europe
ECO-01270,38,Female,Mexico,46175,4736,4,1184.0,Sports & Fitness,Organic Search,Credit Card,Tablet,Loyal,5.0,1,0,10448,0.29,0.254,1,970,35.0,4,0.362,0.719,1,5,0,1,Latin America
ECO-01271,46,Female,UK,33230,3759,7,537.0,Books & Media,Organic Search,Debit Card,Mobile,New Customer,4.0,53,0,4438,0.488,0.058,1,1150,30.0,8,0.5,0.076,2,4,1,1,Europe
ECO-01272,49,Male,Japan,24757,874,8,109.25,Food & Gourmet,Organic Search,Buy Now Pay Later,Mobile,Potential Loyalist,3.0,89,0,1053,0.095,0.022,3,1518,32.0,5,0.53,0.382,3,5,1,1,Asia Pacific
ECO-01273,45,Female,UAE,130653,12000,7,1714.29,Home & Garden,Referral,Credit Card,Desktop,Lost,4.0,53,1,10679,0.43,0.064,2,218,30.0,4,0.39,0.841,0,1,1,0,Middle East
ECO-01274,33,Male,Germany,16212,1753,6,292.17,Fashion,Referral,Credit Card,Mobile,Champion,3.0,73,1,3859,0.138,0.331,5,2135,46.0,6,0.361,0.337,5,3,1,1,Europe
ECO-01275,28,Female,France,160550,12000,11,1090.91,Fashion,Organic Search,UPI,Mobile,Loyal,4.0,99,1,4685,0.5,0.173,3,1399,46.0,7,0.693,0.426,2,3,1,0,Europe
ECO-01276,37,Male,Mexico,27598,1331,12,110.92,Beauty & Care,Organic Search,Credit Card,Desktop,Loyal,4.0,21,0,2713,0.212,0.281,2,2434,45.0,3,0.375,0.385,2,7,1,0,Latin America
ECO-01277,39,Female,UAE,91213,6289,6,1048.17,Electronics,Referral,Wallet,Mobile,Champion,3.0,38,0,3478,0.061,0.048,2,1204,30.0,8,0.494,0.213,3,2,1,0,Middle East
ECO-01278,32,Male,France,87947,6149,5,1229.8,Sports & Fitness,Paid Ads,Debit Card,Desktop,Potential Loyalist,3.0,12,1,9498,0.214,0.007,1,1850,42.0,4,0.415,0.228,0,4,1,1,Europe
ECO-01279,52,Female,Canada,24083,1164,9,129.33,Toys & Games,Referral,Buy Now Pay Later,Mobile,Potential Loyalist,4.0,9,1,8832,0.095,0.015,1,621,47.0,7,0.225,0.366,3,5,1,1,North America
ECO-01280,33,Non-binary,Australia,98487,5978,6,996.33,Fashion,Social Media,Credit Card,Smart TV,Potential Loyalist,5.0,20,0,5596,0.115,0.113,1,748,30.0,3,0.323,0.141,3,2,1,0,Asia Pacific
ECO-01281,42,Female,Japan,58443,3783,11,343.91,Beauty & Care,Organic Search,Debit Card,Mobile,Potential Loyalist,3.0,128,0,1926,0.196,0.03,1,658,32.0,9,0.209,0.77,6,5,1,0,Asia Pacific
ECO-01282,37,Female,UK,50965,1248,7,178.29,Books & Media,Paid Ads,UPI,Desktop,New Customer,3.0,80,1,9072,0.188,0.123,3,729,30.0,8,0.48,0.242,2,3,1,1,Europe
ECO-01283,32,Male,South Korea,45814,3105,13,238.85,Home & Garden,Organic Search,Credit Card,Desktop,Hibernating,2.0,53,0,3641,0.363,0.211,0,1281,46.0,1,0.485,0.173,3,5,1,0,Asia Pacific
ECO-01284,24,Male,Australia,6148,170,13,13.08,Books & Media,Referral,Debit Card,Mobile,At-Risk,5.0,88,0,11650,0.179,0.043,1,2301,34.0,10,0.263,0.205,6,4,1,1,Asia Pacific
ECO-01285,28,Non-binary,Mexico,32443,1484,7,212.0,Fashion,Organic Search,Credit Card,Desktop,Potential Loyalist,3.0,242,1,10049,0.49,0.159,0,491,31.0,3,0.688,0.497,1,2,1,1,Latin America
ECO-01286,48,Female,Japan,10720,775,12,64.58,Sports & Fitness,Paid Ads,Debit Card,Mobile,At-Risk,3.0,19,0,3151,0.236,0.13,1,1305,30.0,8,0.563,0.315,3,3,1,1,Asia Pacific
ECO-01287,18,Female,UK,26142,1419,10,141.9,Books & Media,Social Media,Wallet,Desktop,At-Risk,2.0,70,0,534,0.167,0.152,2,616,80.0,10,0.487,0.428,1,3,1,1,Europe
ECO-01288,36,Male,Mexico,28904,1911,3,637.0,Sports & Fitness,Email,Credit Card,Desktop,Potential Loyalist,4.0,14,1,3237,0.208,0.041,0,172,30.0,6,0.238,0.431,1,5,1,1,Latin America
ECO-01289,35,Male,Brazil,9337,1107,14,79.07,Fashion,Referral,Credit Card,Desktop,Loyal,5.0,124,1,5571,0.305,0.108,1,2312,30.0,5,0.454,0.598,1,3,1,0,Latin America
ECO-01290,18,Male,Australia,44621,4603,15,306.87,Toys & Games,Referral,Credit Card,Desktop,At-Risk,5.0,0,0,8676,0.132,0.156,1,1958,77.0,6,0.149,0.485,1,4,0,1,Asia Pacific
ECO-01291,23,Male,France,32173,1757,9,195.22,Fashion,Paid Ads,Credit Card,Mobile,At-Risk,2.0,112,0,6119,0.034,0.094,1,244,44.0,11,0.43,0.473,1,3,1,1,Europe
ECO-01292,42,Female,France,37634,2443,9,271.44,Fashion,Organic Search,Credit Card,Mobile,Potential Loyalist,5.0,97,0,6596,0.179,0.033,0,67,30.0,9,0.383,0.686,3,8,1,0,Europe
ECO-01293,36,Male,France,12737,1134,17,66.71,Home & Garden,Organic Search,Credit Card,Desktop,Lost,4.0,87,0,3760,0.42,0.019,1,44,59.0,6,0.577,0.147,4,7,1,1,Europe
ECO-01294,45,Male,USA,13281,1367,6,227.83,Beauty & Care,Paid Ads,Credit Card,Smart TV,New Customer,4.0,64,0,4726,0.246,0.221,0,1332,41.0,7,0.582,0.121,2,5,1,0,North America
ECO-01295,27,Male,South Korea,118159,12000,11,1090.91,Home & Garden,Paid Ads,Wallet,Desktop,Loyal,4.0,166,1,9157,0.259,0.206,3,1821,30.0,8,0.249,0.421,1,7,1,1,Asia Pacific
ECO-01296,39,Female,USA,106386,10234,8,1279.25,Food & Gourmet,Paid Ads,Debit Card,Desktop,Loyal,2.0,21,0,13773,0.526,0.07,7,2134,46.0,7,0.493,0.617,2,9,1,1,North America
ECO-01297,31,Female,Mexico,105093,8179,9,908.78,Food & Gourmet,Social Media,Credit Card,Desktop,Champion,5.0,11,0,11920,0.331,0.1,1,1058,30.0,4,0.572,0.788,0,3,1,1,Latin America
ECO-01298,20,Male,Mexico,80372,3623,8,452.88,Home & Garden,Paid Ads,Credit Card,Mobile,Champion,4.0,16,1,1501,0.472,0.028,3,1457,145.0,7,0.5,0.226,2,2,0,1,Latin America
ECO-01299,18,Male,UK,105061,9785,9,1087.22,Home & Garden,Organic Search,Debit Card,Mobile,Loyal,2.0,11,0,11427,0.362,0.129,4,211,55.0,7,0.615,0.187,2,5,0,0,Europe
ECO-01300,40,Female,Canada,127254,12000,11,1090.91,Books & Media,Paid Ads,Debit Card,Mobile,Potential Loyalist,3.0,51,0,5900,0.28,0.032,4,1570,102.0,8,0.541,0.085,2,5,0,1,North America
ECO-01301,19,Male,Canada,10740,725,8,90.62,Electronics,Email,Credit Card,Desktop,New Customer,3.0,91,0,7010,0.41,0.232,1,257,30.0,3,0.1,0.339,2,4,0,1,North America
ECO-01302,26,Female,USA,15061,1225,9,136.11,Electronics,Social Media,Credit Card,Mobile,At-Risk,1.0,13,0,2573,0.257,0.018,3,1234,176.0,5,0.465,0.298,3,7,1,1,North America
ECO-01303,35,Female,USA,62608,6871,6,1145.17,Beauty & Care,Organic Search,Credit Card,Desktop,New Customer,5.0,3,0,5217,0.133,0.134,2,1786,52.0,3,0.339,0.406,1,3,0,1,North America
ECO-01304,18,Male,UK,65643,6417,5,1283.4,Sports & Fitness,Organic Search,UPI,Mobile,At-Risk,4.0,1,0,10247,0.469,0.196,3,788,30.0,7,0.616,0.41,2,1,1,1,Europe
